k = 0
E = -19.4408614974123
site	densite
k = 5
E = -19.4335857624517
site	densite
0 0.330569587529382
1 0.330569587529382
2 0.330569587529382
3 0.330569587529382
4 0.330569587529382
5 0.330569587529382
6 0.330569587529382
7 0.330569587529382
8 0.330569587529382
9 0.330569587529382
10 0.330569587529382
11 0.330569587529382
12 0.330569587529382
13 0.330569587529382
14 0.330569587529382
15 0.330569587529382
16 0.330569587529382
17 0.330569587529382
E = -18.8521586974293
site	densite
0 0.111037784138773
1 0.111037784138773
2 0.111037784138773
3 0.111037784138773
4 0.111037784138773
5 0.111037784138773
6 0.111037784138773
7 0.111037784138773
8 0.111037784138773
9 0.111037784138773
10 0.111037784138773
11 0.111037784138773
12 0.111037784138773
13 0.111037784138773
14 0.111037784138773
15 0.111037784138773
16 0.111037784138773
17 0.111037784138773
E = -18.3545920441264
site	densite
0 -0.00150195451852682
1 -0.00150195451852682
2 -0.00150195451852682
3 -0.00150195451852682
4 -0.00150195451852682
5 -0.00150195451852682
6 -0.00150195451852682
7 -0.00150195451852682
8 -0.00150195451852682
9 -0.00150195451852682
10 -0.00150195451852682
11 -0.00150195451852682
12 -0.00150195451852682
13 -0.00150195451852682
14 -0.00150195451852682
15 -0.00150195451852682
16 -0.00150195451852682
17 -0.00150195451852682
E = -17.9660519643952
site	densite
0 -0.0396579130481336
1 -0.0396579130481336
2 -0.0396579130481336
3 -0.0396579130481336
4 -0.0396579130481336
5 -0.0396579130481336
6 -0.0396579130481336
7 -0.0396579130481336
8 -0.0396579130481336
9 -0.0396579130481336
10 -0.0396579130481336
11 -0.0396579130481336
12 -0.0396579130481336
13 -0.0396579130481336
14 -0.0396579130481336
15 -0.0396579130481336
16 -0.0396579130481336
17 -0.0396579130481336
E = -17.6663403394074
site	densite
0 -0.038243181204977
1 -0.038243181204977
2 -0.038243181204977
3 -0.038243181204977
4 -0.038243181204977
5 -0.038243181204977
6 -0.038243181204977
7 -0.038243181204977
8 -0.038243181204977
9 -0.038243181204977
10 -0.038243181204977
11 -0.038243181204977
12 -0.038243181204977
13 -0.038243181204977
14 -0.038243181204977
15 -0.038243181204977
16 -0.038243181204977
17 -0.038243181204977
E = -17.3784620512836
site	densite
0 -0.0267294780809666
1 -0.0267294780809666
2 -0.0267294780809666
3 -0.0267294780809666
4 -0.0267294780809666
